,Brand,ModelName,ModelID,Color,Transmission,mileage,Price,bodyTypeName,FuelType,SellerState,MSRP,DaysOnMarket,OwnerCount,AccidentCount,Alloy Wheels,Backup Camera,Bluetooth,Heated Seats,Navigation System,Leather Seats,Blind Spot Monitoring,Sunroof/Moonroof,Remote Start,CarPlay,Android Auto,Parking Sensors,Adaptive Cruise Control,YearOld,id
126,Volvo,XC40,d2624,GRAY,Automatic,3442.0,46997.0,SUV / Crossover,Gasoline,IN,52460.0,137,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,126
127,Ford,F-250 Super Duty,d341,UNKNOWN,Automatic,46629.0,42500.0,Pickup Truck,Flex Fuel Vehicle,IL,,35,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,127
128,Mercedes-Benz,GLS-Class,d2421,WHITE,Automatic,48976.0,49965.0,SUV / Crossover,Gasoline,IN,54991.0,82,1.0,0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,3,128
129,Toyota,Highlander,d298,UNKNOWN,Automatic,72969.0,31999.0,SUV / Crossover,Gasoline,IN,41285.0,51,1.0,0.0,1,1,0,1,1,1,0,1,0,0,0,0,0,3,129
130,Honda,Pilot,d594,GRAY,Automatic,35736.0,39999.0,SUV / Crossover,Gasoline,IN,45900.0,126,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,3,130
131,Genesis,G70,d2701,BLACK,Automatic,4241.0,44991.0,Sedan,Gasoline,IN,48995.0,278,,0.0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,131
132,Audi,A4,d25,BLUE,Automatic,39013.0,30880.0,Sedan,Gasoline,IN,34995.0,287,1.0,0.0,1,1,1,1,1,1,0,1,0,1,0,0,0,4,132
133,Honda,CR-V Hybrid,d3002,WHITE,CVT,14737.0,37500.0,SUV / Crossover,Hybrid,IL,,5,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,133
134,Ford,Fusion,d845,WHITE,Automatic,139279.0,8902.0,Sedan,Gasoline,IL,,62,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,134
135,BMW,M2,d2396,WHITE,Automatic,20288.0,51949.0,Coupe,Gasoline,IL,,121,1.0,0.0,1,1,1,1,1,1,0,0,0,1,0,0,0,4,135
136,Cadillac,Escalade,d142,WHITE,Automatic,2683.0,77897.0,SUV / Crossover,Gasoline,IL,77897.0,28,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,136
137,Mazda,CX-5,d2133,WHITE,Automatic,11579.0,33995.0,SUV / Crossover,Gasoline,IL,36995.0,35,,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,2,137
138,Chevrolet,Tahoe,d639,SILVER,Automatic,68074.0,42777.0,SUV / Crossover,Flex Fuel Vehicle,IL,,126,2.0,0.0,1,1,1,1,1,1,1,0,1,1,0,1,0,6,138
139,Mercedes-Benz,AMG GT,d2282,BLACK,Automatic,13075.0,115900.0,Coupe,Gasoline,IL,,87,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,139
140,Dodge,Durango,d651,RED,Automatic,31820.0,43988.0,SUV / Crossover,Gasoline,IL,,201,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0,0,2,140
141,Subaru,Ascent,d2650,BLUE,CVT,67842.0,33262.0,SUV / Crossover,Gasoline,IL,33216.0,201,1.0,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,3,141
142,Nissan,Murano,d243,RED,CVT,109431.0,18905.0,SUV / Crossover,Gasoline,IL,,121,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,7,142
143,Nissan,Rogue,d1047,BLACK,CVT,5812.0,30568.0,SUV / Crossover,Gasoline,IL,35133.0,149,1.0,0.0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,143
144,Toyota,Corolla,d295,UNKNOWN,Automatic,56987.0,18995.0,Sedan,Gasoline,IL,,166,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,144
145,Ford,Explorer,d334,BLACK,Automatic,31423.0,31950.0,SUV / Crossover,Gasoline,IL,,176,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,145
146,Buick,Encore,d2128,WHITE,Automatic,3608.0,27999.0,SUV / Crossover,Gasoline,IL,,66,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,146
147,Ford,Focus RS,d2402,WHITE,Manual,47390.0,34888.0,Hatchback,Gasoline,IL,,77,3.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,6,147
148,Kia,Optima,d158,SILVER,Automatic,96839.0,19904.0,Sedan,Gasoline,IL,,69,1.0,0.0,0,1,1,0,0,0,1,0,0,1,1,1,0,2,148
149,Subaru,Outback,d380,WHITE,CVT,12692.0,27991.0,Wagon,Gasoline,IL,32190.0,16,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,149
150,Nissan,Sentra,d249,SILVER,CVT,4453.0,23788.0,Sedan,Gasoline,IL,,28,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150
151,Chrysler,Pacifica,d177,RED,Automatic,33102.0,30990.0,Minivan,Gasoline,IL,,16,1.0,0.0,1,1,1,1,1,0,1,0,1,1,1,0,0,3,151
152,Mitsubishi,Outlander,d429,WHITE,CVT,65246.0,17500.0,SUV / Crossover,Gasoline,IL,19055.0,87,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,152
153,Ford,Explorer,d334,BLACK,Automatic,104928.0,19320.0,SUV / Crossover,Gasoline,IL,,142,2.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,8,153
154,Ford,Explorer,d334,GRAY,Automatic,19472.0,34977.0,SUV / Crossover,Gasoline,IL,,27,1.0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,0,3,154
155,Chevrolet,Malibu,d622,SILVER,Automatic,118688.0,13000.0,Sedan,Gasoline,IL,17500.0,72,1.0,0.0,1,1,1,0,1,0,0,0,1,1,1,0,0,5,155
156,Hyundai,Santa Fe,d94,SILVER,Automatic,32132.0,29490.0,SUV / Crossover,Gasoline,IL,30700.0,131,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,0,1,2,156
157,Ford,F-150,d337,WHITE,Automatic,32233.0,24297.0,Pickup Truck,Flex Fuel Vehicle,IL,,190,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,157
158,Buick,Enclave,d1029,GRAY,Automatic,61359.0,32987.0,SUV / Crossover,Gasoline,IL,,245,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,158
159,Ford,Explorer,d334,GRAY,Automatic,12278.0,40195.0,SUV / Crossover,Gasoline,IL,,39,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,159
160,Chevrolet,Colorado,d614,WHITE,Automatic,98737.0,24097.0,Pickup Truck,Gasoline,IL,,97,1.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,160
161,Ford,Ranger,d354,SILVER,Automatic,63755.0,31987.0,Pickup Truck,Gasoline,IL,,142,1.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,3,161
162,Ford,Edge,d923,SILVER,Automatic,70138.0,22884.0,SUV / Crossover,Gasoline,IL,,105,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,162
163,Ford,F-250 Super Duty,d341,WHITE,Automatic,41593.0,53526.0,Pickup Truck,Biodiesel,IL,,44,2.0,0.0,1,1,0,0,1,0,0,1,1,0,0,1,0,7,163
164,Acura,ILX,d2137,BLUE,Dual,104245.0,16029.0,Sedan,Gasoline,IL,,61,2.0,0.0,1,1,0,1,0,0,1,1,0,0,0,0,0,6,164
165,GMC,Terrain,d2042,WHITE,Automatic,48012.0,22802.0,SUV / Crossover,Gasoline,IL,,55,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,5,165
166,RAM,1500,d2110,WHITE,Automatic,40757.0,38992.0,Pickup Truck,Biodiesel,IL,,43,2.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,5,166
167,Ford,Fusion,d845,GRAY,Automatic,68266.0,16892.0,Sedan,Gasoline,IL,,69,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,167
168,Lincoln,MKZ,d974,BLACK,Automatic,56223.0,18681.0,Sedan,Gasoline,IL,,61,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,168
169,Ford,EcoSport,d2506,UNKNOWN,Automatic,17606.0,19751.0,SUV / Crossover,Gasoline,IL,,78,1.0,0.0,1,1,0,1,0,0,1,1,0,1,1,1,0,4,169
170,Ford,Explorer,d334,WHITE,Automatic,49020.0,37244.0,SUV / Crossover,Gasoline,IL,,75,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,4,170
171,GMC,Sierra 2500HD,d119,BLACK,Automatic,10000.0,54363.0,Pickup Truck,Biodiesel,IL,54363.0,61,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,1,0,5,171
172,GMC,Acadia,d925,GRAY,Automatic,30509.0,24995.0,SUV / Crossover,Gasoline,IL,,79,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,0,0,5,172
173,Chevrolet,Malibu,d622,BLACK,CVT,31232.0,16499.0,Sedan,Gasoline,IL,,280,3.0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,2,173
174,Chevrolet,Silverado 3500HD,d1027,WHITE,Automatic,202586.0,17888.0,Pickup Truck,,IL,,37,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,174
175,BMW,3 Series,d1512,WHITE,Automatic,34922.0,29995.0,Sedan,Gasoline,IL,,191,1.0,1.0,1,1,1,1,1,1,1,1,0,1,0,1,0,2,175
176,Chevrolet,Trax,d2272,GRAY,Automatic,5564.0,16300.0,SUV / Crossover,Gasoline,IL,,89,1.0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,176
177,Ford,F-150,d337,WHITE,Automatic,108510.0,18995.0,Pickup Truck,Gasoline,IL,,61,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,177
178,Chevrolet,Equinox,d616,BLACK,Automatic,138515.0,8999.0,SUV / Crossover,Gasoline,IL,,74,3.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,178
179,Honda,CR-V Hybrid,d3002,WHITE,Automatic,2552.0,33995.0,SUV / Crossover,Hybrid,IL,,45,,,0,1,1,1,0,0,0,0,1,1,1,0,1,2,179
180,Lexus,RX,d2647,UNKNOWN,Automatic,1550.0,57477.0,SUV / Crossover,Gasoline,IL,60005.0,155,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,180
181,Nissan,Rogue,d1047,WHITE,CVT,71741.0,8995.0,SUV / Crossover,Gasoline,IN,,0,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,181
182,Toyota,RAV4,d306,BLACK,Automatic,25694.0,24407.0,SUV / Crossover,Gasoline,IL,,0,1.0,0.0,1,1,0,1,1,0,1,1,0,0,0,0,0,6,182
183,Cadillac,SRX,d148,BLACK,Automatic,105525.0,9995.0,SUV / Crossover,Flex Fuel Vehicle,IL,,6,1.0,0.0,1,1,1,1,1,1,0,1,1,0,0,1,0,10,183
184,Jeep,Grand Cherokee,d490,BLACK,Automatic,40617.0,37990.0,SUV / Crossover,Gasoline,IL,,60,1.0,0.0,0,1,1,1,1,1,1,1,1,0,0,1,1,4,184
185,Nissan,Sentra,d249,RED,CVT,35862.0,18500.0,Sedan,Gasoline,IL,,4,1.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,185
186,Dodge,Grand Caravan,d653,BLACK,Automatic,49542.0,22597.0,Minivan,Flex Fuel Vehicle,IL,,74,2.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,186
187,Ford,F-150,d337,WHITE,Automatic,87037.0,28755.0,Pickup Truck,Flex Fuel Vehicle,IL,,48,1.0,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,6,187
188,RAM,2500,d2102,BLACK,Automatic,37495.0,27500.0,Pickup Truck,Gasoline,IL,,16,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,188
189,Kia,Soul,d2020,WHITE,Automatic,93618.0,12495.0,Wagon,Gasoline,IL,13146.0,11,1.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,0,7,189
190,Nissan,Murano,d243,WHITE,CVT,15425.0,36795.0,SUV / Crossover,Gasoline,IL,,133,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,190
191,GMC,Yukon,d130,GREEN,Automatic,103324.0,36483.0,SUV / Crossover,Gasoline,IL,,149,1.0,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,6,191
192,Maserati,Ghibli,d1456,BLUE,Automatic,1826.0,62495.0,Sedan,Gasoline,IL,62575.0,2,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,3,192
193,Subaru,Forester,d374,SILVER,CVT,50033.0,25488.0,SUV / Crossover,Gasoline,IL,,32,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,5,193
194,Jeep,Grand Cherokee,d490,BLACK,Automatic,76077.0,25998.0,SUV / Crossover,Gasoline,IL,,99,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,194
195,BMW,3 Series,d1512,WHITE,Automatic,16343.0,49949.0,Sedan,Gasoline,IL,,79,2.0,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,195
196,RAM,1500,d2110,BLACK,Automatic,75754.0,31000.0,Pickup Truck,Biodiesel,IL,,82,1.0,0.0,1,1,1,1,0,1,0,1,1,0,0,0,0,4,196
197,Dodge,Journey,d1135,RED,Automatic,56100.0,17650.0,SUV / Crossover,Gasoline,IL,,28,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,197
198,Chevrolet,Express Cargo,d618,WHITE,Automatic,17143.0,41489.0,Van,Flex Fuel Vehicle,WI,49087.0,109,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,198
199,Nissan,Murano,d243,BLACK,CVT,52234.0,25900.0,SUV / Crossover,Gasoline,IL,,98,2.0,0.0,0,1,1,1,1,1,1,0,1,0,0,0,1,4,199
200,MINI,Countryman,d2098,BLACK,Automatic,31445.0,31995.0,SUV / Crossover,Gasoline,IL,,49,1.0,0.0,1,1,1,1,1,0,0,1,0,1,0,0,0,3,200
201,INFINITI,QX50,d2247,WHITE,Automatic,50683.0,22500.0,SUV / Crossover,Gasoline,IL,,64,,0.0,1,1,1,1,0,1,0,1,0,0,0,0,0,5,201
202,Ford,F-350 Super Duty,d343,SILVER,Automatic,30735.0,66900.0,Pickup Truck,Flex Fuel Vehicle,IL,,16,1.0,0.0,1,1,0,1,1,1,0,1,1,1,1,1,1,3,202
203,Jeep,Renegade,d2268,BLACK,Automatic,62464.0,17995.0,SUV / Crossover,Gasoline,IL,,63,2.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,7,203
204,Chevrolet,Silverado 1500,d630,GRAY,Automatic,14184.0,47499.0,Pickup Truck,Gasoline,IL,,160,1.0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,2,204
205,Ford,F-150,d337,BLACK,Automatic,40691.0,39939.0,Pickup Truck,Gasoline,IL,,61,,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,3,205
206,Jeep,Grand Cherokee,d490,RED,Automatic,21649.0,43500.0,SUV / Crossover,Gasoline,IL,,16,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,206
207,BMW,X5,d393,BLACK,Automatic,23212.0,56900.0,SUV / Crossover,Gasoline,IL,,124,1.0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,3,207
208,Hyundai,Elantra,d92,BLACK,Automatic,125277.0,10499.0,Sedan,Gasoline,IL,,72,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,208
209,Audi,A7,d2113,SILVER,Automatic,41812.0,39995.0,Sedan,Gasoline,IL,,134,1.0,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,5,209
210,Acura,MDX,d16,WHITE,Automatic,21796.0,44995.0,SUV / Crossover,Gasoline,IL,,89,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,210
211,Chevrolet,Tahoe,d639,BLACK,Automatic,42468.0,44488.0,SUV / Crossover,Gasoline,IL,,113,2.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1,0,4,211
212,Subaru,Forester,d374,BLUE,CVT,35534.0,31987.0,SUV / Crossover,Gasoline,IL,,90,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,212
213,Ford,Fusion Hybrid,d2702,BLACK,CVT,64521.0,18995.0,Sedan,Hybrid,IL,,103,2.0,0.0,1,1,1,1,1,0,1,0,1,1,1,1,1,3,213
214,GMC,Terrain,d2042,BLACK,Automatic,70124.0,19995.0,SUV / Crossover,Gasoline,IL,,161,2.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,214
215,Honda,Pilot,d594,WHITE,Automatic,49755.0,39587.0,SUV / Crossover,Gasoline,IL,,61,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,1,3,215
216,Ford,Fusion,d845,GRAY,Automatic,36104.0,18488.0,Sedan,Gasoline,IL,,118,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,216
217,Audi,A3,d24,BLACK,Automatic,25227.0,28995.0,Sedan,Gasoline,IL,,208,1.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,4,217
218,Chevrolet,Traverse,d1521,BLACK,Automatic,54892.0,35012.0,SUV / Crossover,Gasoline,IL,,206,3.0,0.0,1,1,1,1,0,1,1,0,1,1,1,0,0,2,218
219,Chevrolet,Camaro,d606,GRAY,Automatic,9830.0,31287.0,Coupe,Gasoline,IL,,85,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,219
220,GMC,Sierra 1500,d116,WHITE,Automatic,100414.0,26950.0,Pickup Truck,Gasoline,IL,,149,1.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,220
221,Nissan,Kicks,d2660,RED,N/A,12860.0,24486.0,,Gasoline,IL,,67,,0.0,0,1,1,1,0,0,1,0,1,1,1,0,0,3,221
222,Toyota,Camry,d292,WHITE,Automatic,99464.0,15647.0,Sedan,Gasoline,IL,,19,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,222
223,GMC,Terrain,d2042,RED,Automatic,8897.0,30490.0,SUV / Crossover,Gasoline,IL,30490.0,217,2.0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,2,223
224,Ford,Fusion,d845,SILVER,Automatic,54253.0,19989.0,Sedan,Gasoline,IL,,79,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,224
225,Ford,Transit Passenger,d2270,WHITE,Automatic,68977.0,47921.0,Van,Gasoline,IL,,95,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,225
226,BMW,X1,d2160,ORANGE,Automatic,80068.0,16444.0,SUV / Crossover,Gasoline,IL,,15,2.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,9,226
227,RAM,2500,d2102,WHITE,Automatic,187169.0,33999.0,Pickup Truck,Diesel,IL,,4,2.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9,227
228,Dodge,Journey,d1135,RED,Automatic,55044.0,23962.0,SUV / Crossover,Gasoline,IL,,13,2.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,3,228
229,Ford,Escape,d330,BLACK,Automatic,19275.0,26990.0,SUV / Crossover,Gasoline,IL,27990.0,119,1.0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,4,229
230,Ford,F-150,d337,SILVER,Automatic,126132.0,34962.0,Pickup Truck,Gasoline,IL,,208,1.0,1.0,1,1,0,1,1,1,1,1,0,1,1,0,0,4,230
231,Chevrolet,Malibu,d622,BLACK,Automatic,85671.0,18000.0,Sedan,Gasoline,IL,,40,,0.0,1,1,1,0,1,0,0,0,0,1,1,0,0,5,231
232,Ford,F-150,d337,BLACK,Automatic,96623.0,26999.0,Pickup Truck,Gasoline,IL,,33,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,232
233,Ford,Transit Cargo,d1067,WHITE,Automatic,22089.0,46891.0,Van,,IL,,4,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,233
234,Ford,F-150,d337,BLACK,Automatic,49453.0,39962.0,Pickup Truck,Gasoline,IL,,167,1.0,0.0,1,1,0,0,1,0,0,0,1,1,1,0,0,3,234
235,Ford,F-150,d337,BLUE,Automatic,136931.0,22962.0,Pickup Truck,Gasoline,IL,,80,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,235
236,Chrysler,Town & Country,d182,UNKNOWN,Automatic,113553.0,11962.0,Minivan,Flex Fuel Vehicle,IL,,23,3.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,8,236
237,Subaru,Crosstrek,d2387,BLACK,CVT,22969.0,32488.0,SUV / Crossover,Gasoline,IL,,40,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,237
238,Jeep,Wrangler Unlimited,d2412,WHITE,Automatic,105895.0,36157.0,SUV / Crossover,Gasoline,IL,,55,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,6,238
239,Lincoln,MKC,d2259,BLACK,Automatic,24702.0,38486.0,SUV / Crossover,Gasoline,IL,,80,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,239
240,Ford,F-150,d337,GRAY,Automatic,29425.0,37962.0,Pickup Truck,Gasoline,IL,,15,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,240
241,Chevrolet,Equinox,d616,UNKNOWN,Automatic,38405.0,26990.0,SUV / Crossover,Gasoline,IL,26990.0,6,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,1,0,3,241
242,Hyundai,Veloster N,d2686,WHITE,Automatic,2160.0,38388.0,Coupe,Gasoline,IL,,92,1.0,0.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,242
243,Ford,F-150,d337,BLACK,Automatic,34047.0,38980.0,Pickup Truck,Gasoline,IL,,47,2.0,0.0,1,1,0,1,1,0,0,0,0,1,1,0,0,4,243
244,Ford,Expedition,d333,GRAY,Automatic,167626.0,16995.0,SUV / Crossover,Gasoline,IL,,96,2.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,6,244
245,Chevrolet,Silverado 1500,d630,RED,Automatic,176316.0,14995.0,Pickup Truck,Flex Fuel Vehicle,IL,,1,2.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,8,245
246,Ford,F-150,d337,GRAY,Automatic,104925.0,19295.0,Pickup Truck,Gasoline,IL,,101,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,246
247,Ford,F-150,d337,BLACK,Automatic,208467.0,12495.0,Pickup Truck,Gasoline,IL,,120,1.0,0.0,0,1,1,1,1,1,1,1,1,0,0,1,0,8,247
248,Buick,Enclave,d1029,WHITE,Automatic,146379.0,12995.0,SUV / Crossover,Gasoline,IL,,84,1.0,1.0,0,1,1,1,1,1,1,0,1,0,0,1,0,8,248
249,Chevrolet,Silverado 1500,d630,SILVER,Automatic,134452.0,9995.0,Pickup Truck,Flex Fuel Vehicle,IL,,76,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,249
250,Ford,Expedition,d333,GRAY,Automatic,170054.0,22900.0,SUV / Crossover,Gasoline,IN,,106,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,7,250
251,Jeep,Grand Cherokee,d490,RED,Automatic,132917.0,25990.0,SUV / Crossover,Gasoline,IN,27990.0,55,3.0,1.0,0,1,1,1,1,1,0,1,1,1,1,0,0,5,251
252,Ford,F-150,d337,BLUE,Automatic,7145.0,33417.0,Pickup Truck,Flex Fuel Vehicle,IN,,84,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,252
253,Toyota,Highlander,d298,RED,Automatic,17087.0,45992.0,SUV / Crossover,Gasoline,IN,49900.0,44,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,253
254,Jeep,Renegade,d2268,ORANGE,Automatic,17177.0,24990.0,SUV / Crossover,Gasoline,IN,,5,1.0,1.0,1,1,1,0,0,0,0,0,1,1,1,0,0,2,254
255,Ford,Mustang Shelby GT350,d2303,GRAY,Manual,10221.0,60089.0,Coupe,Gasoline,IN,,60,3.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,255
256,Ford,F-150,d337,BLACK,Automatic,96749.0,28089.0,Pickup Truck,Gasoline,IN,,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,256
257,GMC,Sierra 1500,d116,WHITE,Automatic,69807.0,39840.0,Pickup Truck,Gasoline,IN,,119,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,4,257
258,RAM,1500,d2110,RED,Automatic,42471.0,36990.0,Pickup Truck,Gasoline,IN,,63,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,258
259,Ford,Focus,d346,GRAY,N/A,168252.0,3990.0,Sedan,Gasoline,IN,,17,2.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,259
260,Ford,F-150,d337,RED,Automatic,34153.0,40990.0,Pickup Truck,Gasoline,IN,,239,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,3,260
261,Honda,Civic Hatchback,d2441,BLACK,CVT,17944.0,26520.0,Hatchback,Gasoline,IL,,9,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,261
262,Ford,F-150,d337,SILVER,Automatic,71110.0,31990.0,Pickup Truck,Gasoline,IN,,119,2.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,4,262
263,Ford,F-350 Super Duty,d343,WHITE,Automatic,83595.0,62589.0,Pickup Truck,Biodiesel,IN,,64,2.0,1.0,1,1,0,0,1,0,1,1,0,1,1,1,0,4,263
264,Chevrolet,Equinox,d616,UNKNOWN,Automatic,98927.0,25990.0,SUV / Crossover,Diesel,IN,27990.0,50,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,4,264
265,Dodge,Challenger,d894,WHITE,Automatic,3174.0,31900.0,Coupe,Gasoline,IN,,141,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,265
266,RAM,1500,d2110,GRAY,Automatic,120131.0,24963.0,Pickup Truck,Gasoline,IN,,15,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,266
267,Honda,Civic,d586,GRAY,N/A,43344.0,26997.0,Sedan,Gasoline,IN,31900.0,9,1.0,0.0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,267
268,Jeep,Cherokee,d488,RED,Automatic,26940.0,26984.0,SUV / Crossover,Gasoline,IN,28990.0,22,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,268
269,Toyota,Sequoia,d307,WHITE,Automatic,12626.0,68990.0,SUV / Crossover,Gasoline,IN,69990.0,29,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,269
270,Nissan,Titan,d251,BLUE,Automatic,26595.0,52289.0,Pickup Truck,Gasoline,IN,59900.0,106,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,270
271,Ford,Escape,d330,BLUE,Automatic,49705.0,24900.0,SUV / Crossover,Gasoline,IN,,161,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1,0,4,271
